jittered_title,seed_title,onet_code,onet_name
"Acute Care OT Assistant - Top Hospital, Flexible Shifts Available",Acute Care Occupational Therapy Assistant (Acute Care OT Assistant),31-2011.00,Occupational Therapy Assistants
"Occupational Therapy Assistant (Acute Care) - $2,000 Sign-On Bonus!",Acute Care Occupational Therapy Assistant (Acute Care OT Assistant),31-2011.00,Occupational Therapy Assistants
Acute Care Occupational Therapy Assistant Needed ASAP - Travel Opportunities,Acute Care Occupational Therapy Assistant (Acute Care OT Assistant),31-2011.00,Occupational Therapy Assistants
"OT Assistant, Acute Care - Join Our Dedicated Rehab Team",Acute Care Occupational Therapy Assistant (Acute Care OT Assistant),31-2011.00,Occupational Therapy Assistants
"Certified Acute Care Occupational Therapy Assistant (Full-Time, Days)",Acute Care Occupational Therapy Assistant (Acute Care OT Assistant),31-2011.00,Occupational Therapy Assistants
"Cardiac Cath Lab Technician - $5,000 Sign-On Bonus",Cardiac Catheterization Technician,29-2031.00,Cardiovascular Technologists and Technicians
Experienced Cardiac Catheterization Tech Needed - Heart & Vascular Institute,Cardiac Catheterization Technician,29-2031.00,Cardiovascular Technologists and Technicians
"Cardiac Catheterization Technician (Full-Time, Rotating Shifts)",Cardiac Catheterization Technician,29-2031.00,Cardiovascular Technologists and Technicians
Cath Lab Technician - Immediate Opening at Premier Medical Center,Cardiac Catheterization Technician,29-2031.00,Cardiovascular Technologists and Technicians
Travel Cardiac Catheterization Technician - Competitive Pay & Benefits,Cardiac Catheterization Technician,29-2031.00,Cardiovascular Technologists and Technicians
Upholstered Goods Crafter - Handmade Furniture Studio Hiring Now,Upholstered Goods Crafter,51-6093.00,Upholsterers
"Artisan Upholstered Goods Crafter Needed (Full-Time, Great Pay!)",Upholstered Goods Crafter,51-6093.00,Upholsterers
Upholstered Goods Crafter - Entry-Level Training Provided,Upholstered Goods Crafter,51-6093.00,Upholsterers
Experienced Upholstered Goods Maker - Join Our Creative Team,Upholstered Goods Crafter,51-6093.00,Upholsterers
Upholstered Furniture Crafter Wanted - Small Family-Owned Business,Upholstered Goods Crafter,51-6093.00,Upholsterers
County Medical Examiner - Forensic Pathologist Position,County Medical Examiner,13-1041.06,Coroners
Medical Examiner Needed - County Coroner's Office (Full-Time),County Medical Examiner,13-1041.06,Coroners
County Medical Examiner - Competitive Salary & Excellent Benefits,County Medical Examiner,13-1041.06,Coroners
Chief County Medical Examiner - Lead Our Forensic Investigations,County Medical Examiner,13-1041.06,Coroners
"County Medical Examiner, MD - Immediate Opening, Relocation Assistance Available",County Medical Examiner,13-1041.06,Coroners
Product Line Manager - Global Consumer Electronics Division (Hybrid Role),Product Line Manager,11-2021.00,Marketing Managers
Lead Product Line Manager | Automotive Aftermarket Solutions,Product Line Manager,11-2021.00,Marketing Managers
Hiring: Product Line Manager (Industrial Equipment) - Excellent Benefits!,Product Line Manager,11-2021.00,Marketing Managers
Experienced Product Line Manager Needed - Strategic Growth Initiatives,Product Line Manager,11-2021.00,Marketing Managers
"Senior Product Line Manager, New Product Development & Innovation",Product Line Manager,11-2021.00,Marketing Managers
Instructional Systems Specialist (ISS) - Remote Learning Design,Instructional Systems Specialist,25-9031.00,Instructional Coordinators
Hiring Now: Instructional Systems Specialist - Curriculum Development,Instructional Systems Specialist,25-9031.00,Instructional Coordinators
Instructional Systems Specialist | eLearning Department (Virtual Role),Instructional Systems Specialist,25-9031.00,Instructional Coordinators
Instructional Systems Specialist - Blended Learning & Training Solutions,Instructional Systems Specialist,25-9031.00,Instructional Coordinators
Federal Government Instructional Systems Specialist Needed - Competitive Salary,Instructional Systems Specialist,25-9031.00,Instructional Coordinators
Immediate Opening - Technology Education Teacher (Grades 9-12),Technology Education Teacher (Tech Ed Teacher),25-2023.00,"Career/Technical Education Teachers, Middle School"
Tech Ed Teacher Wanted: Robotics & Engineering Focus,Technology Education Teacher (Tech Ed Teacher),25-2023.00,"Career/Technical Education Teachers, Middle School"
Technology Education Teacher | STEM Academy - Apply Today!,Technology Education Teacher (Tech Ed Teacher),25-2023.00,"Career/Technical Education Teachers, Middle School"
Full-Time Technology Education Teacher - Middle School Level,Technology Education Teacher (Tech Ed Teacher),25-2023.00,"Career/Technical Education Teachers, Middle School"
Hiring: Tech Ed Teacher - Innovative Learning Environment (Great Benefits),Technology Education Teacher (Tech Ed Teacher),25-2023.00,"Career/Technical Education Teachers, Middle School"
Hard Rock Drill Operator Needed - Underground Mining Operations,Hard Rock Drill Operator,47-5023.00,"Earth Drillers, Except Oil and Gas"
Experienced Hard Rock Drill Operator | Competitive Pay & Benefits,Hard Rock Drill Operator,47-5023.00,"Earth Drillers, Except Oil and Gas"
Immediate Hire: Hard Rock Drill Operator - 14-Day Rotation Schedule,Hard Rock Drill Operator,47-5023.00,"Earth Drillers, Except Oil and Gas"
Hard Rock Drill Operator - Surface and Underground Drilling Projects,Hard Rock Drill Operator,47-5023.00,"Earth Drillers, Except Oil and Gas"
Join Our Team Today as a Hard Rock Drill Operator (Training Provided),Hard Rock Drill Operator,47-5023.00,"Earth Drillers, Except Oil and Gas"
Pediatric Dental Hygienist - Fun & Friendly Pediatric Dentistry Office,Pediatric Dental Hygienist,29-1292.00,Dental Hygienists
Hiring Immediately: Pediatric Dental Hygienist (Part-Time Hours Available),Pediatric Dental Hygienist,29-1292.00,Dental Hygienists
Pediatric Dental Hygienist Needed - Passionate About Children's Oral Health?,Pediatric Dental Hygienist,29-1292.00,Dental Hygienists
Experienced Pediatric Dental Hygienist - Join Our Growing Practice!,Pediatric Dental Hygienist,29-1292.00,Dental Hygienists
"Pediatric Dental Hygienist Opportunity - Flexible Schedule, Great Atmosphere",Pediatric Dental Hygienist,29-1292.00,Dental Hygienists
Fieldman - Agricultural Operations Specialist Needed Immediately!,Fieldman,43-5041.00,"Meter Readers, Utilities"
Experienced Fieldman Wanted (Crop Inspection & Reporting),Fieldman,43-5041.00,"Meter Readers, Utilities"
Urgent: Fieldman Position Available - Regional Farming Services,Fieldman,43-5041.00,"Meter Readers, Utilities"
"Fieldman (Seasonal) - Flexible Hours, Competitive Pay!",Fieldman,43-5041.00,"Meter Readers, Utilities"
Join Our Team: Entry-Level Fieldman Opportunity in Agribusiness,Fieldman,43-5041.00,"Meter Readers, Utilities"
Television Reporter (Breaking News) - Award-Winning Station,Television Reporter (TV Reporter),27-3023.00,"News Analysts, Reporters, and Journalists"
Exciting TV Reporter Role - Weekend Morning Show,Television Reporter (TV Reporter),27-3023.00,"News Analysts, Reporters, and Journalists"
Multimedia Journalist / TV Reporter needed - Immediate Hire!,Television Reporter (TV Reporter),27-3023.00,"News Analysts, Reporters, and Journalists"
Seeking Passionate Television Reporter: Live Broadcast Experience Required,Television Reporter (TV Reporter),27-3023.00,"News Analysts, Reporters, and Journalists"
TV Reporter (Health & Wellness Segment) - Join Our Dynamic Newsroom Team,Television Reporter (TV Reporter),27-3023.00,"News Analysts, Reporters, and Journalists"
Mathematical Statistician - Federal Government Opportunity,Mathematical Statistician,15-2041.00,Statisticians
"Senior Mathematical Statistician: Predictive Analytics & Modeling - Washington, DC",Mathematical Statistician,15-2041.00,Statisticians
Exciting Mathematical Statistician Opening – Health Data Research Division,Mathematical Statistician,15-2041.00,Statisticians
Junior Mathematical Statistician (Remote Possible),Mathematical Statistician,15-2041.00,Statisticians
Mathematical Statistician Needed Immediately! Great Benefits & Remote Flexibility,Mathematical Statistician,15-2041.00,Statisticians
"Cooler Delivery Specialist - No CDL Required, Flexible Schedule!",Cooler Deliverer,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
"Immediate Hire: Cooler Deliverer (Full-Time, Great Pay!)",Cooler Deliverer,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Join Our Growing Team as a Cooler Deliverer - Local Routes,Cooler Deliverer,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
"Cooler Deliverer Role Available: Start ASAP, Paid Training Provided",Cooler Deliverer,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Cooler Deliverer (Part-Time Morning Shift) - $500 Hiring Bonus!,Cooler Deliverer,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
Oncology Social Worker Needed - Compassionate Team Environment,Oncology Social Worker,21-1022.00,Healthcare Social Workers
Licensed Oncology Social Worker (Full-Time) - Cancer Treatment Center,Oncology Social Worker,21-1022.00,Healthcare Social Workers
Immediate Opening: Oncology Social Worker - Patient & Family Support Services,Oncology Social Worker,21-1022.00,Healthcare Social Workers
Join Us as an Oncology Social Worker – Make a Difference Daily!,Oncology Social Worker,21-1022.00,Healthcare Social Workers
"Part-Time Oncology Social Worker - Flexible Schedule, Rewarding Role",Oncology Social Worker,21-1022.00,Healthcare Social Workers
Travel Agent Specialist Needed - Luxury Cruise Bookings (Remote Position!),Travel Agent,41-3041.00,Travel Agents
"Corporate Travel Agent - Immediate Start, Great Benefits!",Travel Agent,41-3041.00,Travel Agents
Adventure Travel Agent Wanted | Passion for Outdoor Exploration Required!,Travel Agent,41-3041.00,Travel Agents
Experienced Leisure Travel Agent - Join Our Dynamic Team!,Travel Agent,41-3041.00,Travel Agents
Travel Agent Consultant (Part-Time/Work-from-Home Opportunity),Travel Agent,41-3041.00,Travel Agents
Senior Nuclear Licensing Engineer - Bring Your Expertise to Our Regulatory Team!,Nuclear Licensing Engineer,17-2161.00,Nuclear Engineers
Nuclear Licensing Engineer (Remote Option Available) - Generous Relocation Package!,Nuclear Licensing Engineer,17-2161.00,Nuclear Engineers
Immediate Opening: Nuclear Licensing Engineer for Regulatory Compliance,Nuclear Licensing Engineer,17-2161.00,Nuclear Engineers
Hiring Nuclear Licensing Engineer - Nuclear Power Plant Expansion Project,Nuclear Licensing Engineer,17-2161.00,Nuclear Engineers
Nuclear Licensing Engineer II (Flexible Hours & Hybrid Work Arrangement),Nuclear Licensing Engineer,17-2161.00,Nuclear Engineers
Jigger Machine Operator - Ceramics & Pottery Manufacturing (1st Shift),Jigger Machine Operator,51-9195.05,"Potters, Manufacturing"
Immediate Opening: Jigger Machine Operator - Training Provided!,Jigger Machine Operator,51-9195.05,"Potters, Manufacturing"
Entry-Level Jigger Machine Operator - Excellent Benefits & Growth Potential,Jigger Machine Operator,51-9195.05,"Potters, Manufacturing"
Jigger Machine Operator Needed ASAP | Great Pay + Overtime Available,Jigger Machine Operator,51-9195.05,"Potters, Manufacturing"
Experienced Jigger Machine Operator (Ceramic Industry) - Apply Today!,Jigger Machine Operator,51-9195.05,"Potters, Manufacturing"
Food & Nutrition Professor Wanted - Shape Tomorrow's Culinary Leaders,Food and Nutrition Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Assistant Professor of Food and Nutrition - Tenure Track Position,Food and Nutrition Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Join Our Faculty as Food and Nutrition Professor (Flexible Schedule!),Food and Nutrition Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
"Food and Nutrition Professor (Part-Time, Evening Classes Available)",Food and Nutrition Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Now Hiring: Professor of Food and Nutrition | Competitive Salary + Benefits,Food and Nutrition Professor,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary"
Women's Athletic Trainer - NCAA Division I Sports Team,Women's Athletic Trainer,29-9091.00,Athletic Trainers
Athletic Trainer for Women's Athletics - Immediate Start,Women's Athletic Trainer,29-9091.00,Athletic Trainers
Part-Time Women's Athletic Trainer Needed - Great Opportunity!,Women's Athletic Trainer,29-9091.00,Athletic Trainers
Certified Women's Athletic Trainer - Join Our Championship Team!,Women's Athletic Trainer,29-9091.00,Athletic Trainers
Women's Athletic Trainer Position Available - Collegiate Level (Flexible Hours),Women's Athletic Trainer,29-9091.00,Athletic Trainers
QC Chemist II (Quality Control) – 2nd Shift - Pharma Manufacturing,QC Chemist (Quality Control Chemist),19-2031.00,Chemists
"Quality Control Chemist Needed – Immediate Hire, $25/hr",QC Chemist (Quality Control Chemist),19-2031.00,Chemists
QC Chemist - Analytical Lab (Temporary Contract),QC Chemist (Quality Control Chemist),19-2031.00,Chemists
Quality Control Chemist (QC) – Entry-Level Position,QC Chemist (Quality Control Chemist),19-2031.00,Chemists
QC Chemist | Weekend Shift | Competitive Pay + Benefits,QC Chemist (Quality Control Chemist),19-2031.00,Chemists
Debt Collector - Remote Collections Specialist (FT/PT Available),Debt Collector,43-3011.00,Bill and Account Collectors
Experienced Debt Collector Needed – High Commission Opportunity!,Debt Collector,43-3011.00,Bill and Account Collectors
"Debt Collector – Entry Level Role, Training Provided!",Debt Collector,43-3011.00,Bill and Account Collectors
Collections Agent (Debt Collector) - Immediate Start,Debt Collector,43-3011.00,Bill and Account Collectors
